frame_number,keypoint,Elbow angle,Knee angle,Shoulder-Elbow angle
50,"[[    0.22629     0.32605]
 [    0.22984     0.31805]
 [          0           0]
 [    0.25721     0.31219]
 [          0           0]
 [    0.29571     0.35228]
 [    0.30532     0.34337]
 [    0.31717     0.42954]
 [          0           0]
 [    0.26415     0.47475]
 [          0           0]
 [    0.31715     0.48586]
 [    0.32468     0.47901]
 [    0.28666     0.59925]
 [    0.30066     0.58752]
 [     0.2966     0.72061]
 [    0.29992     0.69914]]",129.78670850312403,166.1235053672859,4.573587132794533
51,"[[    0.22604     0.32775]
 [    0.22731     0.31903]
 [          0           0]
 [    0.25425     0.31181]
 [          0           0]
 [    0.28988     0.34948]
 [    0.32009     0.33816]
 [    0.31333     0.42757]
 [          0           0]
 [     0.2662      0.4764]
 [          0           0]
 [    0.31703     0.47895]
 [    0.33831     0.47241]
 [    0.28977     0.57267]
 [    0.30464     0.56627]
 [    0.30594     0.67841]
 [    0.30368      0.6662]]",134.2566836242052,162.4616142292663,3.5059771158236575
52,"[[    0.22707     0.32821]
 [    0.22852     0.31965]
 [          0           0]
 [    0.25439     0.31094]
 [          0           0]
 [    0.28993     0.34676]
 [    0.31779     0.33708]
 [    0.31015     0.42469]
 [          0           0]
 [    0.26636      0.4749]
 [          0           0]
 [    0.32411     0.47449]
 [     0.3437      0.4692]
 [    0.28642     0.56489]
 [    0.30256     0.56215]
 [    0.29825     0.66717]
 [    0.29934     0.66045]]",138.46733935910893,159.1960365541926,0.3125310118007735
53,"[[    0.22562      0.3279]
 [    0.22683     0.31924]
 [          0           0]
 [    0.25266     0.31071]
 [          0           0]
 [    0.28992     0.34689]
 [    0.31709     0.33841]
 [    0.30996     0.42567]
 [          0           0]
 [    0.26386     0.47743]
 [          0           0]
 [    0.32427     0.47611]
 [    0.34408     0.47098]
 [    0.28334     0.56774]
 [     0.3012     0.56462]
 [    0.29509     0.67198]
 [    0.29815     0.66364]]",138.12720537022372,158.22083896512575,0.44484366467473346
54,"[[    0.22313     0.32663]
 [     0.2255      0.3181]
 [          0           0]
 [     0.2513      0.3117]
 [          0           0]
 [    0.29057     0.35308]
 [    0.31069     0.34501]
 [    0.31099     0.43222]
 [          0           0]
 [    0.25726     0.47988]
 [          0           0]
 [    0.31172     0.49441]
 [    0.32653     0.48852]
 [    0.27687     0.60912]
 [    0.29569       0.603]
 [    0.29129     0.72519]
 [    0.29137     0.71273]]",131.64919350198278,163.0986568033423,4.240407536445496
55,"[[    0.22201     0.32616]
 [    0.22435     0.31785]
 [          0           0]
 [    0.24967     0.31164]
 [          0           0]
 [    0.28917     0.35224]
 [    0.30929     0.34433]
 [    0.31053     0.43147]
 [          0           0]
 [    0.25609     0.47975]
 [          0           0]
 [    0.31687     0.48948]
 [    0.33089     0.48406]
 [    0.28173     0.60388]
 [    0.29552     0.60033]
 [    0.29415       0.716]
 [    0.28699     0.70845]]",131.20307111322026,163.50659155889238,2.634139533170301
56,"[[    0.22201     0.32616]
 [     0.2225     0.31696]
 [          0           0]
 [    0.24604     0.31069]
 [          0           0]
 [    0.28714     0.35222]
 [    0.31074     0.34392]
 [    0.31011     0.43471]
 [          0           0]
 [    0.25077      0.4882]
 [          0           0]
 [    0.30984     0.49506]
 [    0.32714     0.48938]
 [    0.27313     0.61072]
 [    0.29465     0.60637]
 [    0.29094     0.72702]
 [    0.29177      0.7172]]",131.31901101552972,161.44347390466254,4.659704683225272
57,"[[    0.22201     0.32616]
 [    0.22167     0.31623]
 [          0           0]
 [    0.24452     0.31045]
 [          0           0]
 [    0.28404     0.35097]
 [    0.31426       0.341]
 [    0.31001     0.43127]
 [          0           0]
 [    0.25226     0.48179]
 [          0           0]
 [    0.30923     0.48875]
 [    0.33062     0.48268]
 [    0.27368     0.59852]
 [    0.29788     0.59427]
 [     0.2926     0.71548]
 [    0.29583     0.70592]]",128.75887832736916,160.85161034101776,5.4409914791373195
58,"[[    0.22201     0.32616]
 [    0.22358     0.31082]
 [          0           0]
 [    0.24501     0.30603]
 [          0           0]
 [    0.28964       0.348]
 [      0.313     0.33647]
 [    0.31519     0.43186]
 [          0           0]
 [    0.25316     0.48602]
 [          0           0]
 [    0.31591      0.4905]
 [    0.33162       0.482]
 [    0.28738     0.60259]
 [    0.29269      0.5865]
 [    0.30812     0.72232]
 [    0.28687     0.69308]]",129.42007672405916,163.05702783193576,4.666929809099653
59,"[[    0.22201     0.32616]
 [    0.22225     0.30572]
 [          0           0]
 [    0.24581     0.30348]
 [          0           0]
 [    0.28877     0.34797]
 [    0.30845     0.33628]
 [     0.3144     0.43254]
 [          0           0]
 [    0.25386     0.48672]
 [          0           0]
 [    0.31997     0.48357]
 [    0.33336     0.47576]
 [    0.29205      0.5902]
 [     0.3005      0.5778]
 [    0.30746     0.70964]
 [    0.29457     0.68767]]",130.1728323751537,164.52636400403165,2.8183213852650892
60,"[[    0.22201     0.32616]
 [    0.22371     0.30129]
 [          0           0]
 [    0.24451     0.30024]
 [          0           0]
 [    0.28766     0.34691]
 [    0.31837     0.33684]
 [    0.31653     0.43111]
 [          0           0]
 [    0.25495     0.48174]
 [          0           0]
 [    0.31528     0.49041]
 [     0.3364     0.48323]
 [    0.29131     0.60228]
 [    0.30381      0.5905]
 [    0.31339     0.72418]
 [    0.29799     0.70178]]",126.28063274218161,164.3205010752112,5.80039533374203
61,"[[    0.22201     0.32616]
 [    0.22445     0.29694]
 [          0           0]
 [    0.24811     0.29569]
 [          0           0]
 [    0.29016      0.3436]
 [    0.31594      0.3377]
 [    0.31703     0.42949]
 [          0           0]
 [    0.25441       0.477]
 [          0           0]
 [    0.31919     0.48454]
 [    0.33738     0.48002]
 [    0.29597     0.59534]
 [    0.31567     0.59062]
 [    0.32038     0.71585]
 [    0.31603     0.70421]]",125.14202219310033,163.66333120074844,4.129940101052214
62,"[[    0.22201     0.32616]
 [    0.22445     0.29694]
 [          0           0]
 [    0.24807     0.29275]
 [          0           0]
 [    0.29195     0.34424]
 [    0.31929     0.33401]
 [    0.31727     0.43044]
 [          0           0]
 [    0.25923     0.47806]
 [          0           0]
 [    0.31987     0.48892]
 [    0.33777     0.48183]
 [    0.30685     0.60529]
 [    0.31244     0.59168]
 [    0.33175      0.7294]
 [    0.30272     0.70372]]",128.09115408902272,167.58213856402222,3.9092661113043414
63,"[[    0.22201     0.32616]
 [    0.23209     0.28214]
 [          0           0]
 [    0.25465     0.28744]
 [          0           0]
 [    0.29272     0.34309]
 [    0.31762     0.33249]
 [    0.31517     0.43024]
 [          0           0]
 [    0.25755     0.47693]
 [          0           0]
 [    0.31889      0.4854]
 [    0.33477     0.47836]
 [     0.3076     0.60069]
 [    0.31228     0.58703]
 [    0.33545     0.72658]
 [    0.31148      0.7014]]",129.12963701982932,167.3359135197048,2.8749385807460603
64,"[[    0.22201     0.32616]
 [    0.23122     0.27697]
 [          0           0]
 [    0.25736     0.28336]
 [          0           0]
 [    0.29616     0.34103]
 [    0.31605     0.32955]
 [    0.31776     0.42993]
 [          0           0]
 [    0.25649     0.47716]
 [          0           0]
 [     0.3213     0.48236]
 [    0.33472     0.47534]
 [    0.30915     0.59497]
 [    0.31599      0.5839]
 [    0.33475     0.71573]
 [     0.3174     0.69605]]",128.28096603065842,167.29800859916932,2.542372901751142
65,"[[    0.22201     0.32616]
 [    0.22887     0.27656]
 [          0           0]
 [    0.25375     0.28158]
 [          0           0]
 [    0.29826     0.33849]
 [    0.31191     0.32747]
 [    0.31955     0.42983]
 [          0           0]
 [    0.25313     0.47074]
 [          0           0]
 [    0.32401     0.47741]
 [    0.33356     0.46986]
 [    0.30822     0.58968]
 [     0.3156     0.57515]
 [     0.3278     0.70988]
 [    0.31418     0.68441]]",122.25462016150368,167.92506860181675,1.8649225413461252
66,"[[    0.22201     0.32616]
 [    0.23502     0.27563]
 [          0           0]
 [    0.25963     0.28104]
 [          0           0]
 [    0.30138     0.33723]
 [    0.31433     0.32588]
 [    0.32359     0.42593]
 [          0           0]
 [    0.26005     0.46112]
 [          0           0]
 [    0.32851     0.47265]
 [    0.33725     0.46491]
 [    0.31145     0.59054]
 [    0.31772     0.57526]
 [    0.32912     0.71266]
 [    0.31701     0.68654]]",118.58589746177478,168.4843674294492,1.9495569511466027
67,"[[    0.23569     0.27719]
 [     0.2396     0.26986]
 [          0           0]
 [    0.26363     0.27758]
 [          0           0]
 [     0.3024     0.33411]
 [    0.31392     0.32214]
 [    0.33183     0.41807]
 [          0           0]
 [    0.27942     0.45765]
 [          0           0]
 [    0.32731     0.46825]
 [    0.33651     0.46111]
 [    0.31098     0.57799]
 [    0.31806      0.5661]
 [     0.3365     0.68893]
 [    0.32568      0.6683]]",123.57184765953228,164.97647003549653,6.355337021793726
68,"[[    0.23459     0.27183]
 [    0.24164     0.26521]
 [          0           0]
 [     0.2725     0.27463]
 [          0           0]
 [    0.30907     0.33314]
 [    0.30441     0.32199]
 [     0.3324     0.41594]
 [          0           0]
 [    0.27785     0.45884]
 [          0           0]
 [    0.33576     0.46572]
 [    0.33422     0.45895]
 [    0.31615     0.58009]
 [    0.32055     0.56938]
 [    0.33368     0.69393]
 [    0.33256     0.67629]]",127.35790411038306,167.06689230301623,3.1200875836567024
69,"[[    0.23544     0.27149]
 [    0.24298     0.26452]
 [          0           0]
 [    0.27562      0.2734]
 [          0           0]
 [    0.30964     0.33266]
 [    0.30997     0.32188]
 [    0.33029     0.41577]
 [          0           0]
 [     0.2734     0.46081]
 [          0           0]
 [    0.33526     0.47011]
 [     0.3365     0.46309]
 [    0.31708     0.58855]
 [    0.32053     0.57654]
 [    0.33628     0.70765]
 [    0.33215     0.68752]]",128.82211689954116,167.48853842319366,2.4256781434475885
70,"[[    0.24094     0.27462]
 [    0.24655     0.26745]
 [          0           0]
 [    0.27228     0.27407]
 [          0           0]
 [    0.30715     0.32852]
 [    0.31085     0.32047]
 [    0.33403      0.4096]
 [          0           0]
 [    0.28114     0.45715]
 [          0           0]
 [    0.33675     0.46689]
 [    0.34084      0.4617]
 [    0.31359     0.58689]
 [     0.3225     0.57872]
 [    0.33875     0.70755]
 [    0.33734     0.69148]]",129.2138894930376,164.07487178106226,4.529668105493534
71,"[[    0.24021     0.26867]
 [    0.24854     0.26148]
 [          0           0]
 [    0.27972     0.27009]
 [          0           0]
 [    0.30971     0.32911]
 [    0.31083     0.32052]
 [    0.33086     0.40949]
 [          0           0]
 [    0.27946     0.46048]
 [          0           0]
 [    0.33792     0.46741]
 [    0.34021     0.46185]
 [    0.31402     0.58929]
 [    0.31929      0.5802]
 [    0.34289     0.71078]
 [    0.34022     0.69373]]",134.52746972827126,162.82240672108009,2.302210662070997
72,"[[    0.24325      0.2672]
 [    0.25105     0.26014]
 [          0           0]
 [    0.28001     0.26914]
 [          0           0]
 [    0.30932     0.32719]
 [    0.31291     0.31983]
 [    0.33435     0.40809]
 [          0           0]
 [    0.28899      0.4622]
 [          0           0]
 [    0.33894      0.4626]
 [    0.34334     0.45819]
 [    0.31118     0.58009]
 [    0.31902     0.57481]
 [    0.34378     0.69749]
 [    0.34368     0.68593]]",137.54097451721688,159.6984216944862,3.5002423985116065
73,"[[    0.24564     0.27032]
 [    0.25049      0.2627]
 [          0           0]
 [    0.27454     0.26995]
 [          0           0]
 [    0.30806     0.32618]
 [    0.32217     0.31902]
 [    0.33644     0.40745]
 [          0           0]
 [     0.2872     0.46397]
 [          0           0]
 [    0.33798     0.46724]
 [    0.34958     0.46262]
 [    0.31406      0.5886]
 [    0.32647     0.58155]
 [    0.34764     0.71074]
 [    0.34468     0.69497]]",135.05851146524572,161.33532107366892,5.272429839448903
74,"[[    0.24643     0.26894]
 [    0.25137     0.26138]
 [          0           0]
 [    0.27573      0.2686]
 [          0           0]
 [    0.30882     0.32462]
 [    0.32316     0.31737]
 [    0.33346     0.40709]
 [          0           0]
 [    0.28636     0.46699]
 [          0           0]
 [    0.34132     0.46897]
 [    0.35258     0.46419]
 [    0.32005     0.60169]
 [    0.33173     0.59282]
 [    0.35133     0.73077]
 [    0.34661     0.71154]]",139.52484486816576,164.04361495402492,2.8441175448440514
75,"[[     0.2478     0.28038]
 [    0.25309     0.27325]
 [          0           0]
 [    0.27847     0.27576]
 [          0           0]
 [    0.30912     0.32376]
 [    0.32453     0.31604]
 [    0.33259     0.39808]
 [          0           0]
 [    0.29256     0.45217]
 [          0           0]
 [    0.34371     0.46636]
 [    0.35547     0.46161]
 [    0.32168     0.60201]
 [    0.33589     0.59461]
 [    0.34135     0.72976]
 [    0.34287     0.71457]]",140.31211552133314,167.42466191495356,2.817576393023567
76,"[[    0.24835     0.27783]
 [    0.25299     0.27031]
 [          0           0]
 [    0.27743     0.27421]
 [          0           0]
 [    0.30918     0.32521]
 [    0.32716     0.31692]
 [    0.33128     0.40468]
 [          0           0]
 [    0.28134      0.4613]
 [          0           0]
 [    0.34568     0.46718]
 [    0.35827     0.46198]
 [    0.32815     0.60145]
 [    0.33878     0.59084]
 [     0.3605     0.73279]
 [    0.35296     0.71096]]",137.464295405124,165.06157389014277,0.8080635539454578
77,"[[    0.24865      0.2705]
 [    0.25343     0.26308]
 [          0           0]
 [     0.2782     0.27005]
 [          0           0]
 [    0.31037     0.32433]
 [    0.32762     0.31551]
 [    0.33362     0.40525]
 [          0           0]
 [    0.28439     0.45958]
 [          0           0]
 [    0.34895     0.46583]
 [     0.3601     0.46043]
 [    0.33407     0.59979]
 [    0.33918     0.58871]
 [    0.36721     0.73405]
 [     0.3507     0.71138]]",136.40784870653644,165.814733538512,0.5664770557451694
78,"[[    0.24696     0.27653]
 [    0.25565     0.26878]
 [          0           0]
 [    0.28932     0.27179]
 [          0           0]
 [     0.3141     0.32522]
 [    0.32588     0.31418]
 [    0.33133     0.40545]
 [          0           0]
 [    0.28301     0.45108]
 [          0           0]
 [    0.34556     0.46819]
 [    0.35356     0.46213]
 [    0.33355     0.60426]
 [    0.33996     0.59502]
 [    0.35462     0.73236]
 [    0.35066     0.71597]]",135.07490583552686,169.94300201349392,0.20766958028182628
79,"[[    0.24701     0.27524]
 [    0.25524     0.26729]
 [          0           0]
 [    0.28852     0.27103]
 [          0           0]
 [    0.31331     0.32614]
 [     0.3319     0.31315]
 [    0.32943      0.4051]
 [          0           0]
 [    0.27967     0.44972]
 [          0           0]
 [    0.34506     0.47436]
 [     0.3567     0.46719]
 [    0.33517     0.61163]
 [    0.33797     0.59847]
 [    0.36681     0.73868]
 [    0.35316     0.71556]]",134.05421867077055,167.28225697004567,0.39410610217152003
80,"[[    0.24794     0.27831]
 [    0.25629     0.27024]
 [          0           0]
 [    0.28956     0.27287]
 [          0           0]
 [     0.3096     0.32773]
 [      0.341     0.30873]
 [     0.3229     0.40851]
 [          0           0]
 [     0.2675     0.45017]
 [          0           0]
 [    0.34119     0.47404]
 [     0.3585     0.46516]
 [     0.3363      0.6118]
 [    0.33752     0.59815]
 [    0.37263     0.73919]
 [    0.35263     0.71707]]",130.63473970994102,167.34662341110572,2.0094820472423938
81,"[[    0.24483     0.26797]
 [    0.25424     0.26007]
 [          0           0]
 [    0.29007       0.268]
 [          0           0]
 [    0.30831     0.32839]
 [    0.33911     0.31207]
 [    0.32343     0.41096]
 [          0           0]
 [    0.27411     0.45256]
 [          0           0]
 [    0.33984     0.47263]
 [    0.35735     0.46499]
 [    0.33423     0.61079]
 [    0.33793     0.59969]
 [    0.37482     0.73935]
 [    0.36116     0.72156]]",133.174712985291,165.96839285416928,1.3913765357293415
82,"[[    0.24274     0.26115]
 [    0.25221     0.25353]
 [          0           0]
 [    0.28953     0.26414]
 [          0           0]
 [     0.3078     0.32755]
 [    0.34751      0.3077]
 [    0.32406     0.40942]
 [          0           0]
 [     0.2719     0.44035]
 [          0           0]
 [    0.34514     0.47195]
 [    0.36684     0.46321]
 [    0.33961     0.61364]
 [    0.34197     0.60287]
 [    0.37907     0.74164]
 [    0.35854     0.72501]]",122.51797382664907,166.31826579294196,2.3360253578562302
83,"[[     0.2442     0.25862]
 [    0.25217     0.25123]
 [          0           0]
 [     0.2859     0.26165]
 [          0           0]
 [     0.3063     0.32363]
 [     0.3477     0.30471]
 [    0.32415     0.40339]
 [          0           0]
 [    0.27659     0.43408]
 [          0           0]
 [    0.34467     0.47045]
 [     0.3679     0.46234]
 [    0.34088     0.61119]
 [    0.34439     0.60123]
 [    0.38139     0.73591]
 [    0.35992      0.7203]]",123.93778215163891,166.170786184971,1.4550505318131997
84,"[[    0.24351     0.25653]
 [     0.2517     0.24893]
 [          0           0]
 [    0.28586     0.25973]
 [          0           0]
 [    0.30849     0.32358]
 [    0.34543     0.30583]
 [    0.32441     0.40666]
 [          0           0]
 [    0.27123     0.42923]
 [          0           0]
 [    0.34729     0.47352]
 [    0.36838     0.46563]
 [    0.34187     0.61503]
 [    0.34405     0.60557]
 [    0.37825     0.73693]
 [    0.35755     0.72269]]",113.7338339430073,166.7238659030768,2.6167110204859547
85,"[[    0.24565     0.25686]
 [    0.25305     0.24933]
 [          0           0]
 [     0.2863     0.25874]
 [          0           0]
 [    0.31011     0.31918]
 [    0.34671     0.30479]
 [    0.32638     0.39536]
 [          0           0]
 [    0.28444       0.424]
 [          0           0]
 [    0.34916     0.47276]
 [    0.37155     0.46601]
 [    0.34172     0.61456]
 [    0.35013     0.60569]
 [    0.37022     0.73611]
 [    0.36194     0.72284]]",125.95654340381607,168.62964368229802,1.5801718447434563
86,"[[    0.24407     0.25619]
 [    0.25249     0.24881]
 [          0           0]
 [     0.2881     0.25815]
 [          0           0]
 [    0.31266     0.31817]
 [    0.33902     0.30259]
 [    0.32676     0.40217]
 [          0           0]
 [    0.27244      0.4192]
 [          0           0]
 [    0.35719      0.4569]
 [    0.37279     0.44897]
 [    0.34258     0.59765]
 [    0.35175     0.58501]
 [    0.37142      0.7309]
 [    0.36885     0.71162]]",107.56831251483241,167.28709352049444,5.936128611205587
87,"[[    0.24088     0.25058]
 [    0.25081     0.24333]
 [          0           0]
 [       0.29     0.25515]
 [          0           0]
 [    0.31523     0.31898]
 [    0.33216     0.30264]
 [    0.31963     0.40393]
 [          0           0]
 [    0.25694     0.40891]
 [          0           0]
 [    0.36352     0.45466]
 [    0.37188     0.44591]
 [    0.34348     0.59434]
 [    0.34935     0.57854]
 [    0.37504     0.73059]
 [    0.37116     0.70671]]",94.43765846484777,165.1198129413584,11.85930895660155
88,"[[    0.24066     0.24705]
 [    0.25204     0.23953]
 [          0           0]
 [    0.29436     0.25194]
 [          0           0]
 [    0.31985     0.31775]
 [    0.32798      0.3028]
 [    0.32174     0.40412]
 [          0           0]
 [    0.24607     0.41167]
 [          0           0]
 [     0.3654     0.45431]
 [    0.36739     0.44604]
 [    0.34472     0.59361]
 [    0.34397     0.58049]
 [    0.37773     0.73081]
 [    0.36687     0.71173]]",97.27574246518478,164.57521243486366,12.211223472693433
89,"[[     0.2414     0.24752]
 [    0.25225     0.23975]
 [          0           0]
 [     0.2941     0.25197]
 [          0           0]
 [     0.3215     0.31849]
 [    0.33282     0.30423]
 [    0.32538     0.40809]
 [          0           0]
 [    0.23443     0.41747]
 [          0           0]
 [    0.37458     0.45225]
 [    0.37852      0.4441]
 [    0.34534     0.59046]
 [    0.34804     0.58001]
 [    0.37484     0.72651]
 [    0.36719     0.71241]]",96.69269223680301,163.02146204954403,13.726146424806512
90,"[[    0.24896     0.26465]
 [    0.25859     0.25696]
 [          0           0]
 [    0.29489     0.26287]
 [          0           0]
 [    0.31848     0.31851]
 [    0.33308     0.30467]
 [    0.32311     0.40376]
 [          0           0]
 [    0.24593     0.42182]
 [          0           0]
 [    0.37177     0.45021]
 [    0.37818     0.44236]
 [    0.34232     0.58347]
 [    0.34612     0.57103]
 [    0.37324     0.72374]
 [    0.36646     0.70454]]",106.39613173640159,162.5175495443849,13.574801264483943
91,"[[    0.25423     0.27289]
 [    0.26469     0.26422]
 [          0           0]
 [    0.30363     0.26359]
 [          0           0]
 [    0.32428     0.31477]
 [    0.33535     0.30204]
 [    0.31843     0.40083]
 [          0           0]
 [     0.2455     0.42493]
 [          0           0]
 [    0.36639     0.45271]
 [    0.37079     0.44519]
 [    0.34497      0.5892]
 [    0.34598     0.57605]
 [    0.37443     0.72884]
 [    0.36454     0.70913]]",118.08016337061935,165.39838311568496,14.71950159836735
92,"[[     0.2488      0.2465]
 [    0.25991     0.23909]
 [          0           0]
 [    0.30115     0.25026]
 [          0           0]
 [    0.32943     0.31493]
 [    0.32076     0.29773]
 [    0.30985     0.39902]
 [          0           0]
 [    0.23068     0.42946]
 [          0           0]
 [     0.3751     0.45216]
 [    0.36583     0.44095]
 [    0.34841     0.59043]
 [    0.33995     0.56262]
 [    0.37931     0.73183]
 [     0.3639     0.68949]]",128.10835099742812,163.67966543199205,22.27085353724436
93,"[[    0.25173     0.26247]
 [    0.26325     0.25468]
 [          0           0]
 [    0.30457     0.25854]
 [          0           0]
 [    0.33188     0.31304]
 [     0.3114     0.30333]
 [    0.32166     0.39263]
 [          0           0]
 [    0.24643     0.42798]
 [          0           0]
 [     0.3693     0.45273]
 [    0.35406     0.44753]
 [    0.35036     0.58943]
 [    0.34712     0.58293]
 [    0.37653     0.72547]
 [    0.36922     0.71746]]",129.10997538072377,166.85506443322186,15.687180705624593
94,"[[    0.25318       0.261]
 [    0.26423     0.25275]
 [          0           0]
 [    0.30525     0.25614]
 [          0           0]
 [    0.33899     0.31244]
 [    0.30718     0.30532]
 [    0.35444     0.40065]
 [          0           0]
 [     0.3322     0.47218]
 [          0           0]
 [    0.37198     0.45603]
 [    0.35275     0.45209]
 [    0.35381     0.59425]
 [     0.3467       0.586]
 [    0.37926     0.73282]
 [    0.37241     0.71776]]",160.82026949130966,167.47312608769252,2.139605714341317
95,"[[    0.25481     0.26518]
 [    0.26672     0.25726]
 [          0           0]
 [    0.30716      0.2602]
 [          0           0]
 [     0.3352      0.3149]
 [    0.30887     0.30208]
 [    0.32002     0.40169]
 [          0           0]
 [    0.23853     0.44641]
 [          0           0]
 [    0.37957     0.45008]
 [    0.35947     0.44254]
 [    0.35518     0.59202]
 [    0.34507     0.57688]
 [    0.38041     0.73276]
 [    0.36764      0.7112]]",135.17481301810932,166.05129179055112,19.831954178953193
96,"[[    0.25574     0.25251]
 [    0.26921       0.245]
 [          0           0]
 [    0.30997     0.25412]
 [          0           0]
 [    0.33191     0.31456]
 [    0.30773     0.30331]
 [    0.31037     0.40355]
 [          0           0]
 [    0.23325     0.45301]
 [          0           0]
 [    0.38296     0.44627]
 [     0.3639     0.44102]
 [    0.35993     0.58397]
 [    0.35171     0.57705]
 [    0.38563     0.72083]
 [    0.37428     0.71249]]",142.2002004439842,165.89604078261127,24.68454060882901
97,"[[    0.25974     0.25781]
 [    0.27177     0.24943]
 [          0           0]
 [    0.30931     0.25528]
 [          0           0]
 [    0.33379     0.31764]
 [    0.31393     0.30541]
 [    0.31667     0.41218]
 [          0           0]
 [    0.22872     0.46369]
 [          0           0]
 [    0.37924     0.45924]
 [    0.36296     0.45283]
 [    0.36085     0.59751]
 [     0.3557      0.5862]
 [    0.39016     0.73104]
 [    0.37942     0.71557]]",137.23925362204034,166.00882671698128,19.79723229238978
98,"[[    0.25794     0.24837]
 [    0.27061     0.24051]
 [          0           0]
 [    0.30873     0.25125]
 [          0           0]
 [    0.32923     0.31823]
 [    0.32394     0.30466]
 [    0.32037     0.41423]
 [          0           0]
 [    0.22659     0.45393]
 [          0           0]
 [    0.37669     0.45722]
 [    0.36701     0.44972]
 [    0.35932     0.59529]
 [     0.3561     0.58178]
 [    0.39247     0.73381]
 [    0.38271     0.71527]]",124.96126907937348,165.52011999964068,17.06308863565783
99,"[[    0.25677     0.24872]
 [    0.26996     0.24067]
 [          0           0]
 [    0.31136     0.25074]
 [          0           0]
 [    0.33679     0.31722]
 [    0.32391     0.30057]
 [    0.34107     0.40964]
 [          0           0]
 [    0.26402     0.44123]
 [          0           0]
 [    0.37412     0.45849]
 [    0.36225     0.44898]
 [    0.35994     0.59701]
 [    0.35159     0.57807]
 [    0.39036     0.73685]
 [    0.38137     0.71034]]",118.61816363451165,167.3051471600441,8.584393990030081
