frame_number,keypoint,Elbow angle,Knee angle,Shoulder-Elbow angle
100,"[[    0.25556     0.24861]
 [    0.26862     0.24004]
 [          0           0]
 [    0.31001     0.24912]
 [          0           0]
 [     0.3387     0.31643]
 [    0.32385     0.30431]
 [    0.34995     0.41254]
 [          0           0]
 [    0.29307     0.46307]
 [          0           0]
 [    0.37648     0.46234]
 [    0.36549     0.45514]
 [     0.3592     0.59436]
 [    0.35253     0.57875]
 [    0.38615     0.73367]
 [    0.38211     0.70872]]",137.23614913900474,167.1121734529469,5.5660937420923045
101,"[[    0.25581     0.24617]
 [    0.26893     0.23867]
 [          0           0]
 [    0.31028      0.2516]
 [          0           0]
 [    0.33998     0.31979]
 [    0.32386     0.30463]
 [    0.35107     0.41323]
 [          0           0]
 [    0.26833     0.44475]
 [          0           0]
 [    0.38732     0.45902]
 [     0.3752     0.45054]
 [    0.36541     0.59529]
 [    0.35827     0.58047]
 [    0.39238     0.73609]
 [    0.39049      0.7146]]",113.9480163677317,166.00645106644228,8.602459394325997
102,"[[    0.25551     0.24397]
 [    0.26905     0.23644]
 [          0           0]
 [    0.31152     0.24997]
 [          0           0]
 [     0.3412     0.31864]
 [     0.3245     0.30462]
 [    0.35506     0.41163]
 [          0           0]
 [    0.27626      0.4433]
 [          0           0]
 [    0.39018     0.45885]
 [    0.37784     0.45119]
 [    0.37017     0.59593]
 [    0.36302     0.58296]
 [     0.3975     0.73793]
 [    0.39657     0.71888]]",114.04632018782438,166.554059420035,7.751668086985504
103,"[[    0.25617     0.24304]
 [    0.26877      0.2354]
 [          0           0]
 [    0.31066     0.24816]
 [          0           0]
 [    0.33957     0.31667]
 [    0.32954     0.30337]
 [    0.35442     0.40832]
 [          0           0]
 [    0.28462     0.44506]
 [          0           0]
 [      0.386     0.45954]
 [    0.37868      0.4523]
 [    0.37136     0.59753]
 [     0.3671     0.58454]
 [    0.39907     0.73967]
 [     0.3971     0.71958]]",120.61956182002302,168.03297852944075,6.31817798893716
104,"[[    0.25812     0.24224]
 [    0.27009     0.23463]
 [          0           0]
 [    0.31062     0.24759]
 [          0           0]
 [    0.33841     0.31576]
 [    0.33649     0.30233]
 [    0.35497     0.40566]
 [          0           0]
 [     0.2878     0.44525]
 [          0           0]
 [    0.38803     0.45928]
 [    0.38614     0.45215]
 [    0.37076     0.59851]
 [    0.37068     0.58625]
 [    0.39883     0.74037]
 [    0.39981     0.72109]]",122.9151018514337,167.21116250511574,6.227979287939405
105,"[[    0.25827     0.24635]
 [    0.27176     0.23852]
 [          0           0]
 [    0.31388     0.25093]
 [          0           0]
 [    0.34177     0.31924]
 [    0.33643     0.30784]
 [    0.34926     0.40954]
 [          0           0]
 [    0.28654     0.44548]
 [          0           0]
 [     0.3856     0.46312]
 [    0.38015     0.45691]
 [    0.37216     0.59829]
 [    0.37054     0.58811]
 [    0.40122     0.73465]
 [    0.40036     0.72107]]",126.12950446757928,167.59374824772163,8.677962545307304
106,"[[    0.25939     0.24762]
 [    0.27155     0.23942]
 [          0           0]
 [    0.31261     0.25063]
 [          0           0]
 [    0.34243     0.31913]
 [     0.3422     0.30718]
 [    0.34826     0.41054]
 [          0           0]
 [    0.28676     0.44825]
 [          0           0]
 [    0.38616     0.46447]
 [    0.38453     0.45776]
 [    0.36981      0.6007]
 [    0.37111     0.58837]
 [    0.40466     0.73736]
 [     0.4013     0.71908]]",128.81118618019653,165.14540123020396,9.298445777896635
107,"[[    0.26267     0.25094]
 [    0.27538     0.24329]
 [          0           0]
 [    0.31399      0.2549]
 [          0           0]
 [     0.3423     0.32257]
 [    0.33606     0.30878]
 [    0.34762     0.41607]
 [          0           0]
 [    0.28902     0.45309]
 [          0           0]
 [     0.3883     0.46539]
 [    0.38214       0.458]
 [    0.37009     0.60132]
 [    0.36503     0.58751]
 [    0.40096     0.73464]
 [     0.3946     0.71563]]",129.92488026551123,165.50073293243346,10.377200686087031
108,"[[    0.26241     0.24959]
 [    0.27589     0.24198]
 [          0           0]
 [    0.31509     0.25486]
 [          0           0]
 [    0.34545     0.32437]
 [     0.3304     0.30887]
 [    0.35377     0.42287]
 [          0           0]
 [    0.29877     0.47237]
 [          0           0]
 [     0.3899     0.46652]
 [     0.3776     0.45748]
 [    0.36693     0.60198]
 [    0.35091      0.5815]
 [    0.40043      0.7373]
 [    0.38724     0.70705]]",138.88454439423032,163.47574502066362,8.923454388563155
109,"[[    0.26258     0.24973]
 [     0.2768     0.24239]
 [          0           0]
 [    0.31632     0.25639]
 [          0           0]
 [    0.34501      0.3267]
 [    0.32832     0.30925]
 [    0.34729     0.42286]
 [          0           0]
 [    0.28185      0.4569]
 [          0           0]
 [    0.39081     0.46772]
 [    0.37646     0.45801]
 [    0.36442     0.60503]
 [    0.34808      0.5853]
 [    0.39994     0.73789]
 [    0.38407     0.71128]]",125.79094406875303,161.8206547292245,11.803360923633244
110,"[[    0.26312     0.24932]
 [    0.27653     0.24195]
 [          0           0]
 [     0.3148     0.25582]
 [          0           0]
 [    0.34698     0.32584]
 [    0.32724     0.31017]
 [    0.35157     0.42248]
 [          0           0]
 [    0.28345     0.45336]
 [          0           0]
 [    0.39662     0.46622]
 [    0.38064     0.45738]
 [    0.36749     0.60272]
 [    0.35241     0.58451]
 [    0.40428     0.73535]
 [    0.39013     0.71043]]",121.15217337140723,160.60428435039333,11.94419096036028
111,"[[    0.26384     0.24946]
 [    0.27776     0.24194]
 [          0           0]
 [    0.31728     0.25613]
 [          0           0]
 [    0.34906     0.32771]
 [    0.32786     0.31165]
 [    0.34667     0.42691]
 [          0           0]
 [     0.2692     0.45581]
 [          0           0]
 [    0.39891     0.46845]
 [    0.38207     0.45948]
 [    0.36377     0.60251]
 [    0.35168     0.58492]
 [    0.40402     0.73492]
 [    0.39403     0.71057]]",119.12612924391402,157.69491648365408,14.824958798987325
112,"[[    0.26483     0.25108]
 [    0.27917      0.2433]
 [          0           0]
 [    0.31954     0.25624]
 [          0           0]
 [    0.35131     0.32606]
 [    0.32383     0.31131]
 [    0.34752     0.42564]
 [          0           0]
 [    0.26646     0.45401]
 [          0           0]
 [    0.40059      0.4631]
 [    0.37969     0.45494]
 [    0.36146     0.59608]
 [    0.35063     0.58133]
 [    0.39932     0.72979]
 [     0.3947     0.70994]]",118.18612511933775,157.2539758351521,15.585460953558215
113,"[[    0.26974     0.25614]
 [    0.28188     0.24896]
 [          0           0]
 [    0.31708     0.26036]
 [          0           0]
 [     0.3494     0.32938]
 [    0.32985     0.30807]
 [    0.34105     0.42489]
 [          0           0]
 [     0.2472     0.44355]
 [          0           0]
 [     0.3948     0.46908]
 [    0.37879     0.45755]
 [    0.35386      0.6027]
 [    0.34634     0.58063]
 [    0.40435     0.73127]
 [     0.3931     0.70098]]",109.41232527676219,152.64657673013335,16.242068915044978
114,"[[    0.27159     0.25274]
 [    0.28587     0.24593]
 [          0           0]
 [    0.32267     0.25848]
 [          0           0]
 [    0.34893     0.32738]
 [    0.33073     0.30508]
 [    0.33611     0.41968]
 [          0           0]
 [    0.24501     0.43354]
 [          0           0]
 [    0.39931     0.46151]
 [    0.38406      0.4502]
 [    0.33978     0.59371]
 [    0.33585     0.57571]
 [    0.40064     0.72295]
 [    0.39174     0.69936]]",107.85043350542114,144.41601755387356,20.194611510996335
115,"[[    0.27493     0.25087]
 [    0.29048     0.24375]
 [          0           0]
 [     0.3323     0.25832]
 [          0           0]
 [    0.35828      0.3298]
 [    0.33392     0.31135]
 [    0.33316     0.42439]
 [          0           0]
 [    0.22897     0.42638]
 [          0           0]
 [    0.40329     0.46661]
 [    0.38407     0.45725]
 [    0.34112     0.59351]
 [    0.33559     0.58181]
 [    0.40545     0.71732]
 [    0.39812      0.7039]]",102.04863613821958,141.2512103800782,23.39333966059432
116,"[[       0.28     0.25117]
 [    0.29463     0.24372]
 [          0           0]
 [    0.33487     0.25652]
 [          0           0]
 [    0.36182     0.32653]
 [    0.33644     0.30965]
 [    0.33407     0.42107]
 [          0           0]
 [    0.24211     0.42798]
 [          0           0]
 [    0.39929     0.46768]
 [    0.38008     0.45857]
 [    0.32805     0.59117]
 [    0.32386     0.57803]
 [    0.39762     0.71716]
 [    0.38869     0.69884]]",107.7087681104258,137.05692087375866,22.037459088392502
117,"[[    0.28824     0.25806]
 [    0.30309      0.2506]
 [          0           0]
 [    0.34411     0.26043]
 [          0           0]
 [    0.36472     0.32425]
 [    0.34236     0.31009]
 [    0.31829     0.40777]
 [          0           0]
 [     0.2245     0.39039]
 [          0           0]
 [    0.39892     0.46391]
 [    0.38244     0.45748]
 [    0.31131     0.58077]
 [    0.32344     0.57935]
 [     0.3859     0.69926]
 [    0.39346     0.70059]]",96.27907961112386,128.73430066811844,30.85479687937525
118,"[[    0.29735     0.25433]
 [    0.31271     0.24678]
 [          0           0]
 [     0.3527     0.25901]
 [          0           0]
 [    0.36879     0.32516]
 [      0.342     0.31394]
 [    0.30356     0.39979]
 [          0           0]
 [    0.19777      0.3676]
 [          0           0]
 [    0.39964     0.46872]
 [    0.38254     0.46546]
 [    0.29699     0.57429]
 [    0.32649     0.58508]
 [    0.37787     0.69297]
 [    0.40721     0.71263]]",97.75195720019862,120.48233175342152,39.856410836422896
119,"[[    0.29998     0.25106]
 [    0.31903     0.24473]
 [          0           0]
 [    0.36501     0.26018]
 [          0           0]
 [    0.37481     0.32834]
 [    0.32972     0.30405]
 [    0.30099     0.39479]
 [          0           0]
 [    0.20614     0.34998]
 [          0           0]
 [    0.39659     0.46691]
 [    0.36643      0.4598]
 [    0.29908     0.58165]
 [    0.31918     0.58669]
 [    0.38459     0.69939]
 [    0.40834     0.71098]]",93.60748181744596,122.53005179217881,43.99076669663549
120,"[[    0.30836      0.2483]
 [    0.32896     0.24218]
 [          0           0]
 [    0.37353     0.25836]
 [          0           0]
 [    0.37678     0.32398]
 [    0.33263     0.30817]
 [    0.30406     0.38104]
 [          0           0]
 [    0.20468     0.33285]
 [          0           0]
 [    0.39881      0.4676]
 [    0.36924     0.46423]
 [    0.29266     0.57808]
 [    0.31754      0.5912]
 [    0.38107     0.69521]
 [    0.42261     0.71954]]",96.77286425414431,118.4580378998861,47.70929254869757
121,"[[    0.31229     0.24348]
 [    0.33204     0.23747]
 [          0           0]
 [    0.37896     0.25361]
 [          0           0]
 [    0.38741     0.31657]
 [    0.33602     0.30565]
 [    0.32637     0.36412]
 [          0           0]
 [    0.24872     0.31766]
 [          0           0]
 [    0.39788     0.46122]
 [    0.36507      0.4592]
 [    0.30059     0.57793]
 [    0.32166     0.58858]
 [    0.37996     0.70021]
 [    0.42158     0.71619]]",91.1628395047412,125.51636773380731,44.69931481386862
122,"[[     0.3209      0.2692]
 [    0.33998     0.26186]
 [          0           0]
 [    0.38727     0.26626]
 [          0           0]
 [    0.38888     0.31427]
 [     0.3396     0.30366]
 [    0.31981      0.3495]
 [          0           0]
 [    0.26035     0.28722]
 [          0           0]
 [    0.39538     0.45493]
 [    0.36131     0.45145]
 [    0.30647     0.57871]
 [    0.31724     0.57751]
 [    0.38357     0.70396]
 [    0.41217     0.69954]]",87.42569005452134,130.20086722345894,55.64032766407043
123,"[[    0.32258     0.25092]
 [    0.34244     0.24336]
 [          0           0]
 [    0.39195     0.25336]
 [          0           0]
 [     0.3835     0.31117]
 [    0.34393     0.29762]
 [    0.28716     0.33286]
 [          0           0]
 [    0.26063     0.24213]
 [          0           0]
 [    0.38958     0.45719]
 [    0.36073     0.45345]
 [    0.31185     0.58497]
 [    0.32006      0.5815]
 [    0.39395     0.70662]
 [    0.40526     0.70014]]",83.61132951735705,131.84241265804297,73.75834909986935
124,"[[    0.32793      0.2243]
 [    0.34505     0.21637]
 [          0           0]
 [    0.39046      0.2293]
 [          0           0]
 [    0.40435       0.291]
 [    0.32194     0.27955]
 [    0.34971     0.32252]
 [          0           0]
 [    0.31402     0.25307]
 [          0           0]
 [    0.39112     0.44462]
 [      0.337     0.44161]
 [    0.31924     0.57426]
 [    0.30356     0.57058]
 [    0.39753     0.71234]
 [    0.39462     0.70286]]",70.08473189586462,137.31985000723103,46.95053926390247
125,"[[    0.33406     0.21136]
 [    0.35347     0.20499]
 [          0           0]
 [    0.39728     0.22044]
 [          0           0]
 [    0.40865     0.28262]
 [    0.31804     0.26438]
 [    0.37545      0.3107]
 [          0           0]
 [    0.33811     0.24963]
 [          0           0]
 [    0.38729     0.43513]
 [    0.32811     0.42901]
 [    0.32633     0.57529]
 [    0.30572     0.56774]
 [     0.3922     0.71311]
 [    0.39085     0.70032]]",62.54963135050913,144.72409180527265,33.90027013496873
126,"[[    0.35027     0.20976]
 [     0.3661     0.20149]
 [          0           0]
 [    0.39656     0.21029]
 [          0           0]
 [    0.41154      0.2698]
 [    0.31654      0.2553]
 [    0.39519     0.30477]
 [          0           0]
 [    0.34783     0.24662]
 [          0           0]
 [    0.38318     0.42396]
 [    0.32304     0.42041]
 [    0.32814       0.561]
 [     0.3107     0.56127]
 [    0.38535     0.70034]
 [      0.384     0.69885]]",47.615985773556744,148.4010977793484,10.737009620509477
127,"[[    0.35627     0.20011]
 [    0.37704     0.19218]
 [          0           0]
 [    0.40897     0.20418]
 [          0           0]
 [     0.4126      0.2664]
 [    0.30449     0.24615]
 [    0.39685     0.29852]
 [          0           0]
 [    0.34952     0.23457]
 [          0           0]
 [    0.38014      0.4155]
 [    0.31051      0.4096]
 [     0.3386     0.55444]
 [    0.30767     0.54986]
 [    0.37821      0.6953]
 [    0.37855     0.69056]]",46.14074481309782,157.14721927693708,10.237544664200165
128,"[[    0.34164     0.20101]
 [    0.36209     0.19423]
 [          0           0]
 [    0.40382     0.20984]
 [          0           0]
 [    0.38455     0.26637]
 [     0.3366     0.25687]
 [    0.27198     0.23524]
 [          0           0]
 [    0.24951     0.12715]
 [          0           0]
 [    0.37455     0.41768]
 [    0.33908     0.41709]
 [    0.33465     0.54248]
 [    0.32016     0.54569]
 [    0.37417     0.66967]
 [    0.36524     0.67765]]",119.88571487830855,155.22468682940527,109.0101124972221
129,"[[     0.3392     0.18671]
 [    0.35555     0.18141]
 [          0           0]
 [    0.38834     0.19431]
 [          0           0]
 [    0.39357     0.25253]
 [    0.33041     0.22991]
 [    0.37659     0.27915]
 [          0           0]
 [    0.32621     0.24082]
 [          0           0]
 [    0.36498     0.40411]
 [    0.32289     0.39588]
 [    0.33027     0.54729]
 [    0.32302     0.54257]
 [    0.38199      0.6844]
 [    0.37348     0.68371]]",66.45683796984531,155.6850457589192,16.483254843336432
130,"[[    0.33847     0.17313]
 [    0.35697     0.16856]
 [          0           0]
 [    0.39166      0.1836]
 [          0           0]
 [     0.3901     0.24513]
 [     0.3317     0.21602]
 [    0.35937     0.26917]
 [          0           0]
 [    0.30494      0.2226]
 [          0           0]
 [    0.36436     0.40132]
 [    0.32431     0.39086]
 [    0.33656     0.55695]
 [    0.32702     0.54814]
 [    0.38837     0.69876]
 [    0.37922     0.69368]]",80.84978324413622,158.62511093107867,35.14303519390616
131,"[[     0.3374     0.17496]
 [    0.35541     0.17075]
 [          0           0]
 [    0.39698      0.1886]
 [          0           0]
 [    0.40171     0.24705]
 [    0.34204     0.22315]
 [    0.35249     0.23974]
 [          0           0]
 [    0.27693     0.13801]
 [          0           0]
 [    0.37222     0.40537]
 [    0.33039     0.39522]
 [    0.34038     0.54967]
 [    0.32621     0.53795]
 [    0.38751     0.68365]
 [    0.37642     0.67383]]",129.39014711436369,157.49001137079256,94.63010092931727
132,"[[    0.34066     0.17545]
 [    0.35973     0.17166]
 [          0           0]
 [     0.4011     0.18968]
 [          0           0]
 [    0.40444     0.24804]
 [    0.33917     0.21912]
 [    0.36063     0.23862]
 [          0           0]
 [    0.30397     0.14784]
 [          0           0]
 [    0.37896     0.41071]
 [    0.33344      0.3994]
 [    0.35109     0.55979]
 [    0.33219     0.54561]
 [    0.39748     0.69634]
 [    0.38522     0.68375]]",130.6598783473321,159.26496765291364,100.92794576651643
133,"[[    0.33965     0.17631]
 [    0.35657     0.17344]
 [          0           0]
 [    0.39711     0.19261]
 [          0           0]
 [    0.39599     0.24559]
 [    0.35558     0.22959]
 [    0.30757     0.19519]
 [          0           0]
 [     0.2642     0.10164]
 [          0           0]
 [    0.37767     0.41569]
 [     0.3487     0.40859]
 [    0.35059     0.56325]
 [    0.33673      0.5516]
 [    0.39181     0.68917]
 [     0.3668     0.67831]]",147.1886569425229,159.86451277063796,124.99588408759685
134,"[[    0.34796     0.17791]
 [    0.36464     0.17322]
 [          0           0]
 [    0.39592     0.18832]
 [          0           0]
 [     0.3911     0.25208]
 [    0.34184     0.22395]
 [    0.35025     0.28129]
 [          0           0]
 [    0.30971      0.2378]
 [          0           0]
 [    0.36588     0.40602]
 [    0.33206     0.39608]
 [    0.34497     0.55022]
 [    0.34069     0.54081]
 [    0.39403     0.68292]
 [    0.38551     0.67808]]",77.26362459787214,159.7880704019851,37.74898668407165
135,"[[    0.35318     0.17565]
 [     0.3729     0.17101]
 [          0           0]
 [    0.40764     0.18902]
 [          0           0]
 [    0.41248     0.26187]
 [    0.32224     0.22358]
 [     0.3943     0.30512]
 [          0           0]
 [    0.34222     0.25283]
 [          0           0]
 [    0.38284     0.41519]
 [    0.32419     0.40158]
 [    0.35663     0.56219]
 [    0.33481     0.54902]
 [    0.40126     0.69252]
 [    0.39181     0.68515]]",51.08656783658701,159.49675960488923,8.654337457020059
136,"[[    0.35521     0.17553]
 [     0.3725     0.17036]
 [          0           0]
 [    0.40234     0.18706]
 [          0           0]
 [    0.41286     0.25908]
 [    0.32574     0.22511]
 [     0.4094      0.3027]
 [          0           0]
 [    0.36184     0.25296]
 [          0           0]
 [    0.38003     0.41736]
 [    0.32411     0.40493]
 [    0.35551     0.56241]
 [    0.33603     0.54938]
 [    0.40373     0.69688]
 [    0.39269      0.6878]]",36.83653075297927,159.2525876550918,5.059663562827379
137,"[[    0.35688     0.17841]
 [    0.37378     0.17342]
 [          0           0]
 [    0.40279     0.19073]
 [          0           0]
 [    0.41387     0.26367]
 [    0.32832     0.22745]
 [    0.41127     0.30486]
 [          0           0]
 [    0.36626     0.25578]
 [          0           0]
 [    0.37786     0.42611]
 [    0.32352     0.41304]
 [    0.35871     0.57612]
 [     0.3412     0.56235]
 [    0.41057     0.70904]
 [    0.39602     0.69869]]",35.09159064010176,159.71133403425088,6.264274325857833
138,"[[    0.36621     0.17493]
 [    0.38103     0.16969]
 [          0           0]
 [    0.40025      0.1864]
 [          0           0]
 [    0.40756     0.25605]
 [    0.33013     0.21912]
 [     0.3959      0.2962]
 [          0           0]
 [    0.36147     0.25236]
 [          0           0]
 [    0.37807     0.41624]
 [    0.32887     0.40511]
 [    0.36177     0.56524]
 [    0.35237     0.55613]
 [    0.41434     0.70011]
 [     0.3992     0.69429]]",40.129178315112135,160.44722835510245,4.129964985951198
139,"[[    0.37549     0.17601]
 [    0.38103     0.16969]
 [          0           0]
 [    0.40025      0.1864]
 [          0           0]
 [    0.41495     0.24473]
 [    0.32693     0.20873]
 [    0.40483     0.28937]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38633     0.40723]
 [    0.32966     0.39614]
 [    0.36644     0.55669]
 [    0.35135     0.54436]
 [    0.41142     0.69528]
 [    0.39872     0.68222]]",44.54708452510137,161.96153769927272,1.981462408391475
140,"[[    0.35574     0.16636]
 [    0.37363     0.16547]
 [          0           0]
 [    0.41111      0.1887]
 [          0           0]
 [     0.3989     0.23883]
 [    0.36937     0.23797]
 [    0.28196     0.18068]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38902      0.4184]
 [    0.36618     0.41703]
 [    0.36568     0.57031]
 [    0.35244     0.56086]
 [    0.40781     0.69672]
 [    0.39836     0.68535]]",15.13840457887596,160.81552980480157,123.31696153006563
141,"[[    0.35591     0.16431]
 [     0.3731     0.16471]
 [          0           0]
 [    0.41133     0.19011]
 [          0           0]
 [    0.40036      0.2391]
 [    0.37649     0.24154]
 [    0.28736     0.18375]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38769     0.41972]
 [    0.36788     0.41835]
 [    0.37284     0.57903]
 [    0.35945      0.5665]
 [    0.41208       0.707]
 [    0.40498     0.69102]]",16.14230696233858,164.2231858983373,122.3056078535419
142,"[[    0.35557     0.16132]
 [    0.37767     0.16202]
 [          0           0]
 [    0.42017     0.18935]
 [          0           0]
 [    0.40436     0.23904]
 [    0.35825     0.23897]
 [    0.30357     0.19646]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38166     0.42162]
 [    0.34497     0.41946]
 [    0.37617     0.58267]
 [    0.34714     0.56853]
 [    0.42181     0.71326]
 [    0.41659     0.69591]]",20.665844344254864,164.95464445749548,116.27898671213592
143,"[[    0.35959     0.16294]
 [    0.38018     0.16355]
 [          0           0]
 [    0.42036     0.19036]
 [          0           0]
 [    0.40482     0.23964]
 [    0.36727     0.23932]
 [    0.30227     0.19417]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38393     0.42366]
 [    0.35262     0.42183]
 [    0.38175     0.58467]
 [    0.35641     0.57212]
 [    0.42702     0.71441]
 [    0.41735       0.699]]",19.938031851953692,165.7947465072693,117.949044174638
144,"[[    0.36341     0.16192]
 [    0.38429     0.16295]
 [          0           0]
 [    0.42295     0.19012]
 [          0           0]
 [     0.4048     0.23819]
 [    0.37015      0.2354]
 [    0.30512     0.19189]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38499     0.41746]
 [    0.35534     0.41518]
 [    0.37441     0.57054]
 [    0.35091     0.55985]
 [    0.42373     0.70101]
 [    0.41652     0.68873]]",20.88585650835701,162.48831783473986,119.28440074920418
145,"[[    0.36897     0.15584]
 [     0.3887     0.15734]
 [          0           0]
 [    0.42297     0.18623]
 [          0           0]
 [    0.40256      0.2362]
 [    0.37854     0.23338]
 [    0.30479     0.18894]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38266     0.41195]
 [     0.3605     0.41006]
 [    0.37546     0.56631]
 [    0.35797     0.55783]
 [    0.42433     0.69874]
 [    0.41741     0.68982]]",20.8967054750219,163.71885314591205,120.23919771780614
146,"[[    0.37137     0.15608]
 [    0.39106      0.1574]
 [          0           0]
 [    0.42555     0.18607]
 [          0           0]
 [    0.40698     0.23596]
 [    0.37899     0.23619]
 [    0.30641     0.18805]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38717     0.41776]
 [    0.36243     0.41631]
 [     0.3854     0.57774]
 [      0.363     0.56579]
 [    0.43023     0.70932]
 [    0.42143     0.69463]]",22.29776109509888,166.20468413359202,120.01660117151712
147,"[[    0.37417     0.15894]
 [    0.39189     0.16046]
 [          0           0]
 [    0.42344     0.18922]
 [          0           0]
 [    0.40473     0.23625]
 [    0.39292     0.23592]
 [    0.29998     0.18331]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38316     0.42162]
 [    0.36836     0.41935]
 [    0.38771     0.58285]
 [    0.36846     0.56763]
 [    0.43479     0.71401]
 [    0.42446     0.69417]]",19.961925889980776,167.08217497085664,121.32191570862244
148,"[[     0.3755     0.15927]
 [    0.39204     0.16014]
 [          0           0]
 [     0.4247     0.18814]
 [          0           0]
 [    0.41062     0.23805]
 [    0.39556     0.23242]
 [      0.312     0.19086]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.38507     0.42166]
 [    0.36893     0.41736]
 [    0.38782     0.58247]
 [    0.37126     0.56534]
 [    0.43781     0.71405]
 [    0.42573     0.69206]]",23.455115496513216,165.8510796388335,118.94297422870436
149,"[[    0.37908     0.15456]
 [    0.39829     0.15628]
 [          0           0]
 [    0.43671     0.18566]
 [          0           0]
 [     0.4226     0.23617]
 [    0.38943     0.22987]
 [     0.3248      0.1845]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.39979     0.41488]
 [    0.37306     0.41055]
 [    0.38267     0.57281]
 [    0.36453     0.55888]
 [    0.42918     0.70388]
 [     0.4244     0.68893]]",28.80070481447449,161.791006788182,122.09373963235774
150,"[[    0.38124     0.15561]
 [    0.40215      0.1569]
 [          0           0]
 [    0.44318     0.18527]
 [          0           0]
 [    0.42719     0.23538]
 [    0.38444     0.22715]
 [    0.32599     0.18495]
 [          0           0]
 [    0.37048     0.25591]
 [          0           0]
 [    0.40553     0.40902]
 [    0.37218     0.40431]
 [    0.38304     0.56134]
 [     0.3606      0.5484]
 [    0.42706     0.69324]
 [    0.42099     0.68024]]",30.82940678997634,161.03223861369568,120.60198452361847
